year,country,artist,song,all_languages,main_language,lyrics_original,lyrics_english,bpm,tone,dancers,stage_director,place,points,running_order,top_3_words
1960,France,Jacqueline Boyer,Tom Pillibi,French,French,"Tom Pillibi a deux châteaux – le premier en Écosse Tom Pillibi a deux châteaux – l'autre au Monténégro Il a aussi deux grands vaisseaux qui vont au bout du monde Chercher des ors et des coraux et les plus beaux joyaux  Il a d'la chance – Tom Pillibi Et moi, je pense que je suis son amie Il est si ri...",Tom Pillibi has two castles – the first one in Scotland Tom Pillibi has two castles – the other one in Montenegro He also has two ships which go to the end of the world To search for gold and corals and the most beautiful jewels  He's lucky – Tom Pillibi And I think that I'm his girlfriend He's so r...,133,A major,,,1,32,13,"tom, pillibi, two"
1960,United Kingdom,Bryan Johnson,"Looking High, High, High",English,English,"I once had a love and oh… I loved her very dearly She told me she loved me so I thought she spoke sincerely  But one day, away I found that she had flown And off to find that love of mine I set alone  Looking high, high, high Looking low, low, low Wondering why, why, why Did she go, go, go? For if I...","I once had a love and oh… I loved her very dearly She told me she loved me so I thought she spoke sincerely  But one day, away I found that she had flown And off to find that love of mine I set alone  Looking high, high, high Looking low, low, low Wondering why, why, why Did she go, go, go? For if I...",112,C major,,,2,25,1,"high, low, love"
1960,Monaco,François Deguelt,Ce soir,French,French,"Ce soir-là tu n'avais que tes vingt ans À m'offrir comme un bouquet de printemps À l'amour qui m'avait souvent déçu Je ne croyais plus, mais quand je t'ai vue...  Ce soir-là j'aurais voulu inventer Des mots qui n'avaient jamais existé Des mots d'amour en habit de gala Pour ce soir-là  Dans tes bras,...","That night you only had your youth To offer me like a bouquet of spring In the love that often disappointed me I didn't believe anymore, but when I saw you...  That night I wanted to invent Words that had never existed Words of love in full dress For that night  In your arms, I understood that from ...",97,E minor,,,3,15,8,"night, love, words"
1960,Norway,Nora Brockstedt,Voi,Norwegian,Norwegian,"I en liten dal, langt mot nord Der hvor solen lyser natten lang I en liten dal, langt mot nord Hørte jeg en samepike sang  Sangen var visst kommet med en vind Sønnenvinden tok den over havet Piken var så lys og lett i sinn Og rytme fikk hun visst i vuggegave  I en liten dal, glad som få Hørte jeg en...","In a little valley, far up North Where the sun shines all night long In a little valley, way up North I heard a Sami girl sing  It seems the song arrived on a wind The wind from the south brought it over the sea The girl was so fair and light at heart And rhythm was her gift at the cradle  In a litt...",155,C minor,,,4,11,6,"little, valley, north"
1960,Germany,Wyn Hoop,Bonne nuit ma chérie,German,German,"Bonne nuit, ma chérie Gute Nacht, bitte träume von mir Bonne nuit, ma chérie Auch im Traum bin ich immer bei dir  Meine Liebe wird dich überall begleiten Wo du auch sein magst, ich bin bei dir Bonne nuit, ma chérie Gute Nacht, ich vergesse dich nie  Bei der grossen Fiesta Wurd ein Märchen für mich w...","Good night, my darling Good night, please dream of me Good night, my darling Even in your dreams, I'll always be with you  My love will accompany you everywhere Wherever you may be, I'll be with you Good night, my darling Good night, I'll never forget you  At the big fiesta A dream came true for me ...",123,C minor,,,4,11,11,"good, night, darling"
1960,Belgium,Fud Leclerc,Mon amour pour toi,French,French,"Mon amour pour toi, c'est comme la mer Quand personne n'a marché sur le sable Mon amour pour toi, c'est comme l'hiver Quand l'étoile a trouvé son étable  Je partage avec toi les pavés du chemin L'aube claire, l'eau glacée et le pain Mon amour pour toi, c'est comme la mer Le ciel bleu de l'hiver L'au...","My love for you, it's like the sea When nobody has walked on the sand yet My love for you, it's like winter When the star found its stable  I share with you the paving stones of the road A clear dawn, ice water and bread My love for you, it's like the sea The blue sky of winter A tender dawn and cle...",172,F major,,,6,9,5,"love, like, sea"
1960,Austria,Harry Winter,Du hast mich so fasziniert,German,German,"War es am Place du Dôme? War es in Madrid, in Rom? Was nützt's, dass viele fragen Nach längst vergangenen Tagen? Ich hör' mich nur noch sagen:  Du hast mich so fasziniert Dass mich nichts interessiert außer nachts von dir zu träumen Du hast mich so fasziniert Dass mir nichts auf der Welt außer dir g...","Was it at the Place du Dôme? Was it in Madrid or in Rome? What's the use for asking For long passed days? I still hear me saying:  You fascinated me so much That nothing interested me but to dream about you at night You fascinated me so much That I love nothing in the world but you, honey  You fasci...",152,Bb major,,,7,6,7,"fascinated, much, nothing"
1960,Switzerland,Anita Traversi,Cielo e terra,Italian,Italian,"Cielo e terra, sogno e vita Sulla strada di chi t'ama, come me Il confine d'una data Tu non c'eri ed ora invece sei con me  Di pensiero, di parole si colora Un nome chiuso in fondo al cuor Ora è vero, ho il mio sole Ma mi chiedo: sarà mio domani ancor?  È tanto breve un'ora di dolce intimità Perché ...","Heaven and earth, dream and life On the road to the one who loves you, like me The limit of a date You weren't there and instead you're with me now  With thoughts, with words it colours A name hidden away in the bottom of my heart It's true, I've got my sun But I wonder: will he still be mine tomorr...",124,D major,,,8,5,9,"heaven, earth, dream"
1960,Italy,Renato Rascel,Romantica,Italian,Italian,"Tu sei romantica, tu sei romantica Amarti è un po' rivivere  Tu sei romantica, amarti è un po' rivivere Nella semplicità, nell'irrealtà di un'altra età Tu sei romantica, amica delle nuvole Che cercano lassù un po' di sol come fai tu  Tu sei la musica che ispira l'anima Sei tu il mio angolo di paradi...","You're romantic, you're romantic Loving you is a little bit reviving  You're romantic, loving you is a little bit reviving In the simplicity, in the fantasy of another age You're romantic, a friend of the clouds Which are searching for a little bit of sun above, as you do  You're the music that insp...",148,F minor,,,8,5,12,"youre, romantic, little"
1960,Sweden,Siw Malmkvist,Alla andra får varann,Swedish,Swedish,"Bara, bara du och jag måste skilda gå var dag Men alla andra får varann Varför ska det vara så Varför drabbas just vi två När alla andra får varann  Om jag blott vågade fria Skulle du nog ge ditt 'ja' Men lyckan får vänta Tills jag repat mod en dag  Jag på bröllop brukar gå Men får sitta och se på H...","Only, only you and I have to be apart every day While all the others get each other Why does it have to be that way Why does it have to happen to us When all the others get each other  If I only had the courage to propose You would probably give me your 'yes' But happiness has to wait Until I've pic...",145,G major,,,10,4,2,"others, get, apart"
1960,Denmark,Katy Bødtger,Det var en yndig tid,Danish,Danish,"Tænk, hvor der altså var romantik og ynde i verden engang Man dansed' sig kvik til Lumbye-musik Og sødt tralulalej, ja  Ja, det var dengang Da man sværmed' på den gamle vold Med krinoline på og solskinsparasol Og hele verden kendte ikke spor til nag og nid Det var en yndig tid  Og hvis en pige blev ...","Imagine what romance and charm there once was in the world Then you'd dance briskly to music by Lumbye And sweet tralulaley, yes  Yes, that was when You'd go courting on the old banks With crinolines and sunshades And the whole world didn't know grudge and malice It was a lovely time  And if a girl ...",99,Eb major,,,10,4,4,"world, youd, yes"
1960,Netherlands,Rudi Carrell,Wat een geluk,Dutch,Dutch,"Wat een geluk dat ik een stukje van de wereld ben Dat ik de wijsjes van de sijsjes en de merels ken En dat ik mee mag doen met al wat leeft En mee mag ademen met al wat adem heeft  Ik ben zo blij dat er in mei altijd narcissen zijn En dat er vruchten, vlinders, veulens, vogels, vissen zijn En al die...","What luck that I'm a little piece of the world That I know the songs of the siskins and the blackbirds And that I can join in with all that lives And can breathe with all that has a breath  I'm so happy that there are always daffodils in May And that there are fruits, butterflies, foals, birds and f...",143,Ab major,,,12,2,10,"luck, little, piece"
1960,Luxembourg,Camillo Felgen,So laang we's du do bast,Luxembourgish,Luxembourgish,"So laang we's du do bast, so laang's du mir no bast So laang wéi méng Aen, dëch nëmmen gesin So laang we's du hei bast, so léiw an so trei bast So laang kann fir mëch ët näischt Schéineres gin  Kuck all méng Gedanken, si wanken, si schwanken Si sin stéits bei dir, an ech kann nët dofir So laang we's...","As long as you are there, as long as you are near me As long as my eyes only see you As long as you are here, being lovely and faithful So long it can't be anything more beautiful to me  Look at all my thoughts, they're swaying, they're staggering They will be with you always and I can't help it As ...",91,Ab major,,,13,1,3,"long, cant, theyre"
1961,Luxembourg,Jean,Claude Pascal,French,French,"Nous, les amoureux – on voudrait nous séparer On voudrait nous empêcher d'être heureux Nous, les amoureux – il paraît que c'est l'enfer Qui nous guette ou bien le fer et le feu  C'est vrai, les imbéciles et les méchants Nous font du mal, nous jouent des tours Pourtant rien n'est plus évident que l'a...","We, the lovers – they want to separate us They would like to prevent us from being happy We, the lovers – it seems that it's hell That watches us or else the iron and the fire  It's true, the idiots and the evil ones Harm us, do bad things to us However nothing is more obvious than love We, the love...",126,A minor,,,1,31,14,"lovers, love, want"
1961,United Kingdom,The Allisons,Are You Sure?,English,English,"Goodbye (goodbye) Farewell (farewell) I'm not sure what to do So long (so long) Au revoir (au revoir) It's hard, but I'll pull through  Are you sure you won't be sorry? Comes tomorrow, you won't want me Back again to hold you tightly?  Now are you sure It's not your foolish heart? That you won't gri...","Goodbye (goodbye) Farewell (farewell) I'm not sure what to do So long (so long) Au revoir (au revoir) It's hard, but I'll pull through  Are you sure you won't be sorry? Comes tomorrow, you won't want me Back again to hold you tightly?  Now are you sure It's not your foolish heart? That you won't gri...",172,Ab major,,,2,24,15,"sure, wont, goodbye"
1961,Switzerland,Franca di Rienzo,Nous aurons demain,French,French,Nous aurons demain Des jardins pour cueillir les bouquets de nos rêves Nous aurons demain Un matin pour sourire au soleil qui se lève Nous pourrons demain Dans la même maison préparer en silence Le berceau de la chance que nous aurons demain  Tu te plains d'habiter un logis sans lumière Tu n'as pas ...,"Tomorrow we'll have Gardens for picking bouquets of dreams Tomorrow we'll have A morning for smiling to the rising sun Tomorrow we could In the same house, prepare silently The cradle of luck that we'll have tomorrow  You complain about living in a house without lights You don't have a Sunday and I ...",104,C major,,,3,16,10,"tomorrow, well, house"
1961,France,Jean,Paul Mauric,French,French,"Bing et bong et bing et bong, écoute dans l'air léger Quatre notes sans façon qui vont se promener Bing et bong et bing et bong courant par monts et vallées Elles enivrent de chansons la nature étonnée  Printemps, printemps, avril carillonne La marmotte se réveille au premier soleil Printemps, print...","Ding and dong and ding and dong, listen in the light air to Just four notes going for a walk Ding and dong and ding and dong running by mounts and valleys They delight the amazed nature with songs  Springtime, springtime, April rings The marmot wakes up at the first sun Springtime, springtime, the b...",94,E major,,,4,13,9,"ding, dong, springtime"
1961,Denmark,Dario Campeotto,Angelique,Danish,Danish,"Hvor er du dejlig, Angelique Hvad er stjernerne imod dit klare blik? Din stemme klinger som den sødeste musik Og dit væsen er skabt af drøm og romantik  Gik jeg med Shakespeares digterhat Skrev jeg digte til dig både dag og nat Og var jeg hyllet i Carusos kappe, jeg Ja, så sang jeg og sang for dig  ...","You are so wonderful, Angelique What are the stars compared to your pretty eyes? Your voice sounds like the sweetest music And your soul is made of dream and romance  If I wore Shakespeare's poetry hat I'd be writing poems to you day and night And if I wore Caruso's cape Then I'd sing and sing for y...",118,A major,,,5,12,13,"wore, sing, wonderful"
